GeneSymbol,GeneA,GeneB,A,B,AllA
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5795,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111759|entrez gene/locuslink:PTPRJ,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:2335,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108621|entrez gene/locuslink:FN1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10444,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115709|entrez gene/locuslink:ZER1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:965,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107403|entrez gene/locuslink:CD58|entrez gene/locuslink:RP5-1086K13.2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:6560,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:112449|entrez gene/locuslink:SLC12A4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9990,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115311|entrez gene/locuslink:SLC12A6,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3910,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110104|entrez gene/locuslink:LAMA4|entrez gene/locuslink:RP1-142L7.4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:2030,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108344|entrez gene/locuslink:SLC29A1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:286410,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:130370|entrez gene/locuslink:ATP11C|entrez gene/locuslink:RP11-197K18.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4669,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110750|entrez gene/locuslink:NAGLU,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:284217,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:129792|entrez gene/locuslink:LAMA1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4012,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110196|entrez gene/locuslink:LNPEP,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4125,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110298|entrez gene/locuslink:MAN2B1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5361,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111375|entrez gene/locuslink:PLXNA1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1605,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107975|entrez gene/locuslink:DAG1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9497,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:114876|entrez gene/locuslink:SLC4A7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9902,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115231|entrez gene/locuslink:MRC2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3676,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:109883|entrez gene/locuslink:ITGA4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10479,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115742|entrez gene/locuslink:SLC9A6|entrez gene/locuslink:RP11-274K13.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:6533,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:112424|entrez gene/locuslink:SLC6A6,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10723,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115947|entrez gene/locuslink:SLC12A7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:22875,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:116542|entrez gene/locuslink:ENPP4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:79572,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:122719|entrez gene/locuslink:ATP13A3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:961,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107399|entrez gene/locuslink:CD47,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:538,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107020|entrez gene/locuslink:ATP7A|entrez gene/locuslink:RP3-465G10.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5781,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111745|entrez gene/locuslink:PTPN11,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3958,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110149|entrez gene/locuslink:LGALS3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10325,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115608|entrez gene/locuslink:RRAGB|entrez gene/locuslink:RP11-465E19.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:2192,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108486|entrez gene/locuslink:FBLN1|entrez gene/locuslink:CTA-941F9.7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3688,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:109894|entrez gene/locuslink:ITGB1|entrez gene/locuslink:RP11-479G22.2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:153129,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:127480|entrez gene/locuslink:SLC38A9,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3321,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:109553|entrez gene/locuslink:IGSF3|entrez gene/locuslink:RP4-781D12.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9847,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115182|entrez gene/locuslink:C2CD5,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9019,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:114486|entrez gene/locuslink:MPZL1|entrez gene/locuslink:RP1-313L4.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:284194,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:129785|entrez gene/locuslink:LGALS9B,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:28962,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:118788|entrez gene/locuslink:OSTM1|entrez gene/locuslink:HSPC019,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4060,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110238|entrez gene/locuslink:LUM,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1182,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107596|entrez gene/locuslink:CLCN3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:967,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107405|entrez gene/locuslink:CD63,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5101,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111134|entrez gene/locuslink:PCDH9|entrez gene/locuslink:RP11-335P18.3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:57670,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:121702|entrez gene/locuslink:KIAA1549,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:79065,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:122518|entrez gene/locuslink:ATG9A,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1464,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107846|entrez gene/locuslink:CSPG4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:56996,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:121311|entrez gene/locuslink:SLC12A9,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:26032,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:117498|entrez gene/locuslink:SUSD5,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9351,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:114754|entrez gene/locuslink:SLC9A3R2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:55872,entrez gene/locuslink:3965,biogrid:120971|entrez gene/locuslink:PBK,biogrid:110156|entrez gene/locuslink:LGALS9,entrez gene/locuslink:CT84(gene name synonym)|entrez gene/locuslink:HEL164(gene name synonym)|entrez gene/locuslink:Nori-3(gene name synonym)|entrez gene/locuslink:SPK(gene name synonym)|entrez gene/locuslink:TOPK(gene name synonym)
LGALS9,entrez gene/locuslink:654346,entrez gene/locuslink:3965,biogrid:576335|entrez gene/locuslink:LGALS9C,biogrid:110156|entrez gene/locuslink:LGALS9,-
LGALS9,entrez gene/locuslink:10713,entrez gene/locuslink:3965,biogrid:115939|entrez gene/locuslink:USP39|entrez gene/locuslink:CGI-21,biogrid:110156|entrez gene/locuslink:LGALS9,entrez gene/locuslink:65K(gene name synonym)|entrez gene/locuslink:HSPC332(gene name synonym)|entrez gene/locuslink:SAD1(gene name synonym)|entrez gene/locuslink:SNRNP65(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4035,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110215|entrez gene/locuslink:LRP1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:654346,entrez gene/locuslink:3965,biogrid:576335|entrez gene/locuslink:LGALS9C,biogrid:110156|entrez gene/locuslink:LGALS9,-
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:286410,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:130370|entrez gene/locuslink:ATP11C|entrez gene/locuslink:RP11-197K18.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10444,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115709|entrez gene/locuslink:ZER1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4125,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110298|entrez gene/locuslink:MAN2B1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4811,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110876|entrez gene/locuslink:NID1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:55872,entrez gene/locuslink:3965,biogrid:120971|entrez gene/locuslink:PBK,biogrid:110156|entrez gene/locuslink:LGALS9,entrez gene/locuslink:CT84(gene name synonym)|entrez gene/locuslink:HEL164(gene name synonym)|entrez gene/locuslink:Nori-3(gene name synonym)|entrez gene/locuslink:SPK(gene name synonym)|entrez gene/locuslink:TOPK(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1605,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107975|entrez gene/locuslink:DAG1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5795,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111759|entrez gene/locuslink:PTPRJ,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:284217,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:129792|entrez gene/locuslink:LAMA1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3910,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110104|entrez gene/locuslink:LAMA4|entrez gene/locuslink:RP1-142L7.4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10325,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115608|entrez gene/locuslink:RRAGB|entrez gene/locuslink:RP11-465E19.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3676,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:109883|entrez gene/locuslink:ITGA4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:153129,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:127480|entrez gene/locuslink:SLC38A9,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1464,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107846|entrez gene/locuslink:CSPG4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:22795,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:116476|entrez gene/locuslink:NID2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1182,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107596|entrez gene/locuslink:CLCN3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:57670,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:121702|entrez gene/locuslink:KIAA1549,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:28962,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:118788|entrez gene/locuslink:OSTM1|entrez gene/locuslink:HSPC019,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5420,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111416|entrez gene/locuslink:PODXL,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3321,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:109553|entrez gene/locuslink:IGSF3|entrez gene/locuslink:RP4-781D12.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:2335,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108621|entrez gene/locuslink:FN1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:493,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:106983|entrez gene/locuslink:ATP2B4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9497,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:114876|entrez gene/locuslink:SLC4A7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10479,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115742|entrez gene/locuslink:SLC9A6|entrez gene/locuslink:RP11-274K13.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4233,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110391|entrez gene/locuslink:MET,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9990,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115311|entrez gene/locuslink:SLC12A6,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:79065,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:122518|entrez gene/locuslink:ATG9A,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9351,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:114754|entrez gene/locuslink:SLC9A3R2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:214,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:106716|entrez gene/locuslink:ALCAM,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:22875,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:116542|entrez gene/locuslink:ENPP4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5796,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111760|entrez gene/locuslink:PTPRK|entrez gene/locuslink:RP3-480J14.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10723,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115947|entrez gene/locuslink:SLC12A7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:284194,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:129785|entrez gene/locuslink:LGALS9B,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4012,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110196|entrez gene/locuslink:LNPEP,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:135228,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:126424|entrez gene/locuslink:CD109|entrez gene/locuslink:RP11-525G3.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:64121,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:122074|entrez gene/locuslink:RRAGC,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:79932,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:123007|entrez gene/locuslink:KIAA0319L|entrez gene/locuslink:PP791,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:6560,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:112449|entrez gene/locuslink:SLC12A4,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9902,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115231|entrez gene/locuslink:MRC2,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3958,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110149|entrez gene/locuslink:LGALS3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:5781,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:111745|entrez gene/locuslink:PTPN11,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:2192,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108486|entrez gene/locuslink:FBLN1|entrez gene/locuslink:CTA-941F9.7,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:961,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:107399|entrez gene/locuslink:CD47,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:1889,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:108218|entrez gene/locuslink:ECE1|entrez gene/locuslink:RP3-329E20.1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:3912,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110106|entrez gene/locuslink:LAMB1,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:9847,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115182|entrez gene/locuslink:C2CD5,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:11342,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:116470|entrez gene/locuslink:RNF13,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:6533,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:112424|entrez gene/locuslink:SLC6A6,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:10099,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:115406|entrez gene/locuslink:TSPAN3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
LGALS9,entrez gene/locuslink:3965,entrez gene/locuslink:4238,biogrid:110156|entrez gene/locuslink:LGALS9,biogrid:110396|entrez gene/locuslink:MFAP3,entrez gene/locuslink:HUAT(gene name synonym)|entrez gene/locuslink:LGALS9A(gene name synonym)
